answer_entropy,answer_stability,consensus,cumulative_output_tokens,future_answer_change,future_correctness_change,future_recovery,future_regression,invalid_extraction_rate,prefix,question_index,unique_answers,vote_margin
-0.0,3,1.0,714,0,0,0,0,0.0,3,132,1,1.0
-0.0,4,1.0,980,0,0,0,0,0.0,4,132,1,1.0
-0.0,5,1.0,1203,0,0,0,0,0.0,5,132,1,1.0
-0.0,6,1.0,2227,0,0,0,0,0.0,6,132,1,1.0
-0.0,7,1.0,2549,0,0,0,0,0.0,7,132,1,1.0
-0.0,8,1.0,2784,0,0,0,0,0.0,8,132,1,1.0
-0.0,9,1.0,2969,0,0,0,0,0.0,9,132,1,1.0
-0.0,10,1.0,3218,0,0,0,0,0.0,10,132,1,1.0
-0.0,11,1.0,3436,0,0,0,0,0.0,11,132,1,1.0
-0.0,12,1.0,3760,0,0,0,0,0.0,12,132,1,1.0
-0.0,13,1.0,3967,0,0,0,0,0.0,13,132,1,1.0
-0.0,14,1.0,4270,0,0,0,0,0.0,14,132,1,1.0
-0.0,15,1.0,5294,0,0,0,0,0.0,15,132,1,1.0
-0.0,1,1.0,421,0,0,0,0,0.0,1,133,1,1.0
-0.0,2,1.0,734,0,0,0,0,0.0,2,133,1,1.0
-0.0,3,1.0,1084,0,0,0,0,0.0,3,133,1,1.0
-0.0,4,1.0,1432,0,0,0,0,0.0,4,133,1,1.0
-0.0,5,1.0,1978,0,0,0,0,0.0,5,133,1,1.0
-0.0,6,1.0,2380,0,0,0,0,0.0,6,133,1,1.0
-0.0,7,1.0,2679,0,0,0,0,0.0,7,133,1,1.0
-0.0,8,1.0,2978,0,0,0,0,0.0,8,133,1,1.0
0.34883209584303193,9,0.8888888888888888,3845,0,0,0,0,0.0,9,133,2,0.7777777777777778
0.3250829733914482,10,0.9,4191,0,0,0,0,0.0,10,133,2,0.8
0.30463609734923813,11,0.9090909090909091,4480,0,0,0,0,0.0,11,133,2,0.8181818181818182
0.2868359830561607,12,0.9166666666666666,4784,0,0,0,0,0.0,12,133,2,0.8333333333333334
0.2711893730418441,13,0.9230769230769231,5265,0,0,0,0,0.0,13,133,2,0.8461538461538461
0.25731864054383163,14,0.9285714285714286,5610,0,0,0,0,0.0,14,133,2,0.8571428571428571
0.24493002679463532,15,0.9333333333333333,6105,0,0,0,0,0.0,15,133,2,0.8666666666666667
-0.0,1,1.0,608,0,0,0,0,0.0,1,134,1,1.0
-0.0,2,1.0,1231,0,0,0,0,0.0,2,134,1,1.0
-0.0,3,1.0,1829,0,0,0,0,0.0,3,134,1,1.0
-0.0,4,1.0,2502,0,0,0,0,0.0,4,134,1,1.0
-0.0,5,1.0,3251,0,0,0,0,0.0,5,134,1,1.0
-0.0,6,1.0,3846,0,0,0,0,0.0,6,134,1,1.0
-0.0,7,1.0,4662,0,0,0,0,0.0,7,134,1,1.0
-0.0,8,1.0,5252,0,0,0,0,0.0,8,134,1,1.0
-0.0,9,1.0,5784,0,0,0,0,0.0,9,134,1,1.0
-0.0,10,1.0,6342,0,0,0,0,0.0,10,134,1,1.0
-0.0,11,1.0,7077,0,0,0,0,0.0,11,134,1,1.0
-0.0,12,1.0,7735,0,0,0,0,0.0,12,134,1,1.0
-0.0,13,1.0,8326,0,0,0,0,0.0,13,134,1,1.0
-0.0,14,1.0,8947,0,0,0,0,0.0,14,134,1,1.0
-0.0,15,1.0,9519,0,0,0,0,0.0,15,134,1,1.0
-0.0,1,1.0,281,0,0,0,0,0.0,1,135,1,1.0
-0.0,2,1.0,728,0,0,0,0,0.0,2,135,1,1.0
-0.0,3,1.0,1159,0,0,0,0,0.0,3,135,1,1.0
-0.0,4,1.0,1645,0,0,0,0,0.0,4,135,1,1.0
-0.0,5,1.0,2079,0,0,0,0,0.0,5,135,1,1.0
-0.0,6,1.0,2559,0,0,0,0,0.0,6,135,1,1.0
-0.0,7,1.0,3020,0,0,0,0,0.0,7,135,1,1.0
-0.0,8,1.0,3395,0,0,0,0,0.0,8,135,1,1.0
-0.0,9,1.0,3904,0,0,0,0,0.0,9,135,1,1.0
-0.0,10,1.0,4400,0,0,0,0,0.0,10,135,1,1.0
-0.0,11,1.0,4839,0,0,0,0,0.0,11,135,1,1.0
-0.0,12,1.0,5308,0,0,0,0,0.0,12,135,1,1.0
-0.0,13,1.0,5631,0,0,0,0,0.0,13,135,1,1.0
-0.0,14,1.0,6158,0,0,0,0,0.0,14,135,1,1.0
-0.0,15,1.0,6572,0,0,0,0,0.0,15,135,1,1.0
,0,,1024,1,1,1,0,1.0,1,136,0,
,0,,2048,1,1,1,0,1.0,2,136,0,
,0,,3072,1,1,1,0,1.0,3,136,0,
,0,,4096,1,1,1,0,1.0,4,136,0,
,0,,5120,1,1,1,0,1.0,5,136,0,
-0.0,1,1.0,5851,0,0,0,0,0.8333333333333334,6,136,1,1.0
-0.0,2,1.0,6875,0,0,0,0,0.8571428571428571,7,136,1,1.0
-0.0,3,1.0,7899,0,0,0,0,0.75,8,136,1,1.0
-0.0,4,1.0,8724,0,0,0,0,0.6666666666666666,9,136,1,1.0
-0.0,5,1.0,9748,0,0,0,0,0.7,10,136,1,1.0
-0.0,6,1.0,10653,0,0,0,0,0.6363636363636364,11,136,1,1.0
-0.0,7,1.0,11512,0,0,0,0,0.5833333333333334,12,136,1,1.0
-0.0,8,1.0,12536,0,0,0,0,0.6153846153846154,13,136,1,1.0
0.45056120886630463,9,0.8333333333333334,13431,0,0,0,0,0.5714285714285714,14,136,2,0.6666666666666666
0.410116318288409,10,0.8571428571428571,14132,0,0,0,0,0.5333333333333333,15,136,2,0.7142857142857143
-0.0,1,1.0,523,0,0,0,0,0.0,1,137,1,1.0
-0.0,2,1.0,966,0,0,0,0,0.0,2,137,1,1.0
-0.0,3,1.0,1522,0,0,0,0,0.0,3,137,1,1.0
-0.0,4,1.0,1968,0,0,0,0,0.0,4,137,1,1.0
-0.0,5,1.0,2397,0,0,0,0,0.0,5,137,1,1.0
-0.0,6,1.0,2836,0,0,0,0,0.0,6,137,1,1.0
-0.0,7,1.0,3373,0,0,0,0,0.0,7,137,1,1.0
-0.0,8,1.0,3816,0,0,0,0,0.0,8,137,1,1.0
-0.0,9,1.0,4267,0,0,0,0,0.0,9,137,1,1.0
-0.0,10,1.0,4705,0,0,0,0,0.0,10,137,1,1.0
-0.0,11,1.0,5138,0,0,0,0,0.0,11,137,1,1.0
-0.0,12,1.0,5657,0,0,0,0,0.0,12,137,1,1.0
-0.0,13,1.0,6090,0,0,0,0,0.0,13,137,1,1.0
-0.0,14,1.0,6517,0,0,0,0,0.0,14,137,1,1.0
-0.0,15,1.0,7070,0,0,0,0,0.0,15,137,1,1.0
,0,,1024,1,0,0,0,1.0,1,138,0,
-0.0,1,1.0,2048,1,0,0,0,0.5,2,138,1,1.0
0.6931471805599453,2,0.5,2687,1,0,0,0,0.3333333333333333,3,138,2,0.0
0.6931471805599453,3,0.5,3711,1,0,0,0,0.5,4,138,2,0.0
1.0986122886681096,4,0.3333333333333333,4539,1,0,0,0,0.4,5,138,3,0.0
1.0986122886681096,5,0.3333333333333333,5563,1,0,0,0,0.5,6,138,3,0.0
1.0397207708399179,1,0.5,6170,1,0,0,0,0.42857142857142855,7,138,3,0.25
1.3321790402101223,2,0.4,6816,1,0,0,0,0.375,8,138,4,0.2
1.3321790402101223,3,0.4,7840,1,0,0,0,0.4444444444444444,9,138,4,0.2
1.3296613488547582,4,0.3333333333333333,8709,1,0,0,0,0.4,10,138,4,0.0
1.277034259466139,5,0.42857142857142855,9504,1,0,0,0,0.36363636363636365,11,138,4,0.14285714285714285
1.4941751382893083,6,0.375,10063,1,0,0,0,0.3333333333333333,12,138,5,0.125
1.4941751382893083,7,0.375,11087,1,0,0,0,0.38461538461538464,13,138,5,0.125
1.464816384890813,8,0.3333333333333333,11861,1,0,0,0,0.35714285714285715,14,138,5,0.0
1.4184836619456564,1,0.4,12840,0,0,0,0,0.3333333333333333,15,138,5,0.1
-0.0,1,1.0,829,0,0,0,0,0.0,1,139,1,1.0
-0.0,2,1.0,1729,0,0,0,0,0.0,2,139,1,1.0
-0.0,3,1.0,2195,0,0,0,0,0.0,3,139,1,1.0
-0.0,4,1.0,3111,0,0,0,0,0.0,4,139,1,1.0
-0.0,5,1.0,4135,0,0,0,0,0.2,5,139,1,1.0
-0.0,6,1.0,5025,0,0,0,0,0.16666666666666666,6,139,1,1.0
-0.0,7,1.0,6049,0,0,0,0,0.14285714285714285,7,139,1,1.0
-0.0,8,1.0,6477,0,0,0,0,0.125,8,139,1,1.0
-0.0,9,1.0,7501,0,0,0,0,0.2222222222222222,9,139,1,1.0
-0.0,10,1.0,8419,0,0,0,0,0.2,10,139,1,1.0
-0.0,11,1.0,8692,0,0,0,0,0.18181818181818182,11,139,1,1.0
-0.0,12,1.0,9298,0,0,0,0,0.16666666666666666,12,139,1,1.0
-0.0,13,1.0,9787,0,0,0,0,0.15384615384615385,13,139,1,1.0
-0.0,14,1.0,10679,0,0,0,0,0.14285714285714285,14,139,1,1.0
-0.0,15,1.0,11635,0,0,0,0,0.13333333333333333,15,139,1,1.0
-0.0,1,1.0,521,0,0,0,0,0.0,1,140,1,1.0
-0.0,2,1.0,1071,0,0,0,0,0.0,2,140,1,1.0
-0.0,3,1.0,1560,0,0,0,0,0.0,3,140,1,1.0
-0.0,4,1.0,2055,0,0,0,0,0.0,4,140,1,1.0
-0.0,5,1.0,2591,0,0,0,0,0.0,5,140,1,1.0
-0.0,6,1.0,3112,0,0,0,0,0.0,6,140,1,1.0
-0.0,7,1.0,3598,0,0,0,0,0.0,7,140,1,1.0
-0.0,8,1.0,4140,0,0,0,0,0.0,8,140,1,1.0
-0.0,9,1.0,4602,0,0,0,0,0.0,9,140,1,1.0
-0.0,10,1.0,5124,0,0,0,0,0.0,10,140,1,1.0
-0.0,11,1.0,5582,0,0,0,0,0.0,11,140,1,1.0
-0.0,12,1.0,6092,0,0,0,0,0.0,12,140,1,1.0
-0.0,13,1.0,6618,0,0,0,0,0.0,13,140,1,1.0
-0.0,14,1.0,7099,0,0,0,0,0.0,14,140,1,1.0
-0.0,15,1.0,7549,0,0,0,0,0.0,15,140,1,1.0
-0.0,1,1.0,292,0,0,0,0,0.0,1,141,1,1.0
-0.0,2,1.0,584,0,0,0,0,0.0,2,141,1,1.0
-0.0,3,1.0,875,0,0,0,0,0.0,3,141,1,1.0
-0.0,4,1.0,1228,0,0,0,0,0.0,4,141,1,1.0
-0.0,5,1.0,1529,0,0,0,0,0.0,5,141,1,1.0
-0.0,6,1.0,1681,0,0,0,0,0.0,6,141,1,1.0
-0.0,7,1.0,2028,0,0,0,0,0.0,7,141,1,1.0
-0.0,8,1.0,2292,0,0,0,0,0.0,8,141,1,1.0
-0.0,9,1.0,2662,0,0,0,0,0.0,9,141,1,1.0
-0.0,10,1.0,2865,0,0,0,0,0.0,10,141,1,1.0
-0.0,11,1.0,3122,0,0,0,0,0.0,11,141,1,1.0
-0.0,12,1.0,3466,0,0,0,0,0.0,12,141,1,1.0
-0.0,13,1.0,3627,0,0,0,0,0.0,13,141,1,1.0
-0.0,14,1.0,3985,0,0,0,0,0.0,14,141,1,1.0
-0.0,15,1.0,4367,0,0,0,0,0.0,15,141,1,1.0
-0.0,1,1.0,415,0,0,0,0,0.0,1,142,1,1.0
0.6931471805599453,2,0.5,943,0,0,0,0,0.0,2,142,2,0.0
0.6365141682948128,3,0.6666666666666666,1377,0,0,0,0,0.0,3,142,2,0.3333333333333333
0.5623351446188083,4,0.75,1792,0,0,0,0,0.0,4,142,2,0.5
0.6730116670092565,5,0.6,2200,0,0,0,0,0.0,5,142,2,0.2
0.6931471805599453,6,0.5,2634,0,0,0,0,0.0,6,142,2,0.0
0.6829081047004717,7,0.5714285714285714,3172,0,0,0,0,0.0,7,142,2,0.14285714285714285
0.6931471805599453,8,0.5,3605,0,0,0,0,0.0,8,142,2,0.0
0.6869615765973234,9,0.5555555555555556,4068,0,0,0,0,0.0,9,142,2,0.1111111111111111
0.6931471805599453,10,0.5,4466,0,0,0,0,0.0,10,142,2,0.0
0.6890092384766586,1,0.5454545454545454,4914,1,1,1,0,0.0,11,142,2,0.09090909090909091
0.6931471805599453,1,0.5,5306,0,0,0,0,0.0,12,142,2,0.0
0.6901856760188042,2,0.5384615384615384,5747,0,0,0,0,0.0,13,142,2,0.07692307692307693
0.6931471805599453,3,0.5,6254,0,0,0,0,0.0,14,142,2,0.0
0.6909233093138181,1,0.5333333333333333,6749,1,1,1,0,0.0,15,142,2,0.06666666666666667
-0.0,1,1.0,566,0,0,0,0,0.0,1,143,1,1.0
-0.0,2,1.0,1383,0,0,0,0,0.0,2,143,1,1.0
-0.0,3,1.0,2177,0,0,0,0,0.0,3,143,1,1.0
-0.0,4,1.0,2824,0,0,0,0,0.0,4,143,1,1.0
-0.0,5,1.0,3433,0,0,0,0,0.0,5,143,1,1.0
-0.0,6,1.0,4255,0,0,0,0,0.0,6,143,1,1.0
-0.0,7,1.0,5208,0,0,0,0,0.0,7,143,1,1.0
-0.0,8,1.0,5820,0,0,0,0,0.0,8,143,1,1.0
-0.0,9,1.0,6491,0,0,0,0,0.0,9,143,1,1.0
-0.0,10,1.0,7184,0,0,0,0,0.0,10,143,1,1.0
-0.0,11,1.0,7833,0,0,0,0,0.0,11,143,1,1.0
-0.0,12,1.0,8478,0,0,0,0,0.0,12,143,1,1.0
-0.0,13,1.0,9163,0,0,0,0,0.0,13,143,1,1.0
-0.0,14,1.0,9967,0,0,0,0,0.0,14,143,1,1.0
-0.0,15,1.0,10579,0,0,0,0,0.0,15,143,1,1.0
-0.0,1,1.0,252,0,0,0,0,0.0,1,144,1,1.0
-0.0,2,1.0,561,0,0,0,0,0.0,2,144,1,1.0
-0.0,3,1.0,813,0,0,0,0,0.0,3,144,1,1.0
-0.0,4,1.0,1067,0,0,0,0,0.0,4,144,1,1.0
-0.0,5,1.0,1319,0,0,0,0,0.0,5,144,1,1.0
-0.0,6,1.0,1547,0,0,0,0,0.0,6,144,1,1.0
-0.0,7,1.0,1802,0,0,0,0,0.0,7,144,1,1.0
-0.0,8,1.0,2073,0,0,0,0,0.0,8,144,1,1.0
-0.0,9,1.0,2327,0,0,0,0,0.0,9,144,1,1.0
-0.0,10,1.0,2672,0,0,0,0,0.0,10,144,1,1.0
-0.0,11,1.0,2927,0,0,0,0,0.0,11,144,1,1.0
-0.0,12,1.0,3202,0,0,0,0,0.0,12,144,1,1.0
-0.0,13,1.0,3434,0,0,0,0,0.0,13,144,1,1.0
-0.0,14,1.0,3688,0,0,0,0,0.0,14,144,1,1.0
-0.0,15,1.0,3922,0,0,0,0,0.0,15,144,1,1.0
-0.0,1,1.0,592,0,0,0,0,0.0,1,145,1,1.0
0.6931471805599453,2,0.5,1563,0,0,0,0,0.0,2,145,2,0.0
0.6365141682948128,3,0.6666666666666666,2170,0,0,0,0,0.0,3,145,2,0.3333333333333333
1.0397207708399179,4,0.5,2848,0,0,0,0,0.0,4,145,3,0.25
1.3321790402101223,5,0.4,3592,0,0,0,0,0.0,5,145,4,0.2
1.5607104090414063,6,0.3333333333333333,4307,0,0,0,0,0.0,6,145,5,0.16666666666666666
1.5498260458782016,7,0.2857142857142857,4998,0,0,0,0,0.0,7,145,5,0.0
1.559581156259877,8,0.25,5527,0,0,0,0,0.0,8,145,5,0.0
1.5229550675313184,9,0.3333333333333333,6147,0,0,0,0,0.0,9,145,5,0.1111111111111111
1.5047882836811908,10,0.3,6722,0,0,0,0,0.0,10,145,5,0.0
1.4681399390162087,11,0.36363636363636365,7424,0,0,0,0,0.0,11,145,5,0.09090909090909091
1.4451858789480823,12,0.3333333333333333,7999,0,0,0,0,0.0,12,145,5,0.0
1.4127446368638479,1,0.38461538461538464,8949,1,1,1,0,0.0,13,145,5,0.07692307692307693
1.4127446368638479,2,0.38461538461538464,9973,1,1,1,0,0.07142857142857142,14,145,5,0.07692307692307693
1.3904377949394804,1,0.35714285714285715,10620,0,0,0,0,0.06666666666666667,15,145,5,0.0
-0.0,1,1.0,360,0,0,0,0,0.0,1,146,1,1.0
-0.0,2,1.0,618,0,0,0,0,0.0,2,146,1,1.0
-0.0,3,1.0,939,0,0,0,0,0.0,3,146,1,1.0
-0.0,4,1.0,1288,0,0,0,0,0.0,4,146,1,1.0
-0.0,5,1.0,1600,0,0,0,0,0.0,5,146,1,1.0
-0.0,6,1.0,1943,0,0,0,0,0.0,6,146,1,1.0
-0.0,7,1.0,2258,0,0,0,0,0.0,7,146,1,1.0
-0.0,8,1.0,2587,0,0,0,0,0.0,8,146,1,1.0
-0.0,9,1.0,3611,0,0,0,0,0.0,9,146,1,1.0
-0.0,10,1.0,3979,0,0,0,0,0.0,10,146,1,1.0
-0.0,11,1.0,4335,0,0,0,0,0.0,11,146,1,1.0
-0.0,12,1.0,4574,0,0,0,0,0.0,12,146,1,1.0
-0.0,13,1.0,4894,0,0,0,0,0.0,13,146,1,1.0
-0.0,14,1.0,5198,0,0,0,0,0.0,14,146,1,1.0
-0.0,15,1.0,5455,0,0,0,0,0.0,15,146,1,1.0
-0.0,1,1.0,950,1,1,0,1,0.0,1,147,1,1.0
0.6931471805599453,2,0.5,1663,1,1,0,1,0.0,2,147,2,0.0
1.0986122886681096,3,0.3333333333333333,2400,1,1,0,1,0.0,3,147,3,0.0
1.0397207708399179,1,0.5,3289,0,0,0,0,0.0,4,147,3,0.25
1.3321790402101223,2,0.4,4182,0,0,0,0,0.0,5,147,4,0.2
1.3296613488547582,1,0.3333333333333333,5125,1,1,0,1,0.0,6,147,4,0.0
1.3296613488547582,2,0.3333333333333333,6149,1,1,0,1,0.14285714285714285,7,147,4,0.0
1.3296613488547582,3,0.3333333333333333,7173,1,1,0,1,0.25,8,147,4,0.0
1.277034259466139,1,0.42857142857142855,8087,0,0,0,0,0.2222222222222222,9,147,4,0.14285714285714285
1.3208883431493221,2,0.375,9061,0,0,0,0,0.2,10,147,4,0.125
1.3208883431493221,3,0.375,10085,0,0,0,0,0.2727272727272727,11,147,4,0.125
1.3208883431493221,4,0.375,11109,0,0,0,0,0.3333333333333333,12,147,4,0.125
1.2730283365896256,5,0.4444444444444444,11979,0,0,0,0,0.3076923076923077,13,147,4,0.2222222222222222
1.2730283365896256,6,0.4444444444444444,13003,0,0,0,0,0.35714285714285715,14,147,4,0.2222222222222222
1.2798542258336676,7,0.4,14023,0,0,0,0,0.3333333333333333,15,147,4,0.1
-0.0,1,1.0,273,0,0,0,0,0.0,1,148,1,1.0
-0.0,2,1.0,578,0,0,0,0,0.0,2,148,1,1.0
-0.0,3,1.0,850,0,0,0,0,0.0,3,148,1,1.0
-0.0,4,1.0,1156,0,0,0,0,0.0,4,148,1,1.0
-0.0,5,1.0,2180,0,0,0,0,0.0,5,148,1,1.0
-0.0,6,1.0,2447,0,0,0,0,0.0,6,148,1,1.0
-0.0,7,1.0,2776,0,0,0,0,0.0,7,148,1,1.0
-0.0,8,1.0,3059,0,0,0,0,0.0,8,148,1,1.0
-0.0,9,1.0,3328,0,0,0,0,0.0,9,148,1,1.0
-0.0,10,1.0,4352,0,0,0,0,0.0,10,148,1,1.0
-0.0,11,1.0,4616,0,0,0,0,0.0,11,148,1,1.0
-0.0,12,1.0,4882,0,0,0,0,0.0,12,148,1,1.0
-0.0,13,1.0,5151,0,0,0,0,0.0,13,148,1,1.0
-0.0,14,1.0,6175,0,0,0,0,0.0,14,148,1,1.0
-0.0,15,1.0,6478,0,0,0,0,0.0,15,148,1,1.0
-0.0,1,1.0,726,0,0,0,0,0.0,1,149,1,1.0
-0.0,2,1.0,1518,0,0,0,0,0.0,2,149,1,1.0
-0.0,3,1.0,2153,0,0,0,0,0.0,3,149,1,1.0
-0.0,4,1.0,2824,0,0,0,0,0.0,4,149,1,1.0
-0.0,5,1.0,3848,0,0,0,0,0.2,5,149,1,1.0
-0.0,6,1.0,4604,0,0,0,0,0.16666666666666666,6,149,1,1.0
-0.0,7,1.0,5264,0,0,0,0,0.14285714285714285,7,149,1,1.0
-0.0,8,1.0,5912,0,0,0,0,0.125,8,149,1,1.0
-0.0,9,1.0,6936,0,0,0,0,0.2222222222222222,9,149,1,1.0
-0.0,10,1.0,7696,0,0,0,0,0.2,10,149,1,1.0
-0.0,11,1.0,8720,0,0,0,0,0.2727272727272727,11,149,1,1.0
-0.0,12,1.0,9460,0,0,0,0,0.25,12,149,1,1.0
-0.0,13,1.0,10128,0,0,0,0,0.23076923076923078,13,149,1,1.0
-0.0,14,1.0,11152,0,0,0,0,0.21428571428571427,14,149,1,1.0
-0.0,15,1.0,11877,0,0,0,0,0.2,15,149,1,1.0
,0,,1024,1,0,0,0,1.0,1,150,0,
,0,,2048,1,0,0,0,1.0,2,150,0,
-0.0,1,1.0,3072,0,0,0,0,0.6666666666666666,3,150,1,1.0
-0.0,2,1.0,4096,0,0,0,0,0.75,4,150,1,1.0
-0.0,3,1.0,5120,0,0,0,0,0.8,5,150,1,1.0
-0.0,4,1.0,5970,0,0,0,0,0.6666666666666666,6,150,1,1.0
-0.0,5,1.0,6994,0,0,0,0,0.7142857142857143,7,150,1,1.0
-0.0,6,1.0,8018,0,0,0,0,0.75,8,150,1,1.0
0.6365141682948128,7,0.6666666666666666,8851,0,0,0,0,0.6666666666666666,9,150,2,0.3333333333333333
1.0397207708399179,8,0.5,9628,0,0,0,0,0.6,10,150,3,0.25
1.0397207708399179,9,0.5,10652,0,0,0,0,0.6363636363636364,11,150,3,0.25
0.9502705392332347,10,0.6,11439,0,0,0,0,0.5833333333333334,12,150,3,0.4
1.242453324894,11,0.5,12188,0,0,0,0,0.5384615384615384,13,150,4,0.3333333333333333
1.242453324894,12,0.5,13212,0,0,0,0,0.5714285714285714,14,150,4,0.3333333333333333
1.4750763110546947,13,0.42857142857142855,14199,0,0,0,0,0.5333333333333333,15,150,5,0.2857142857142857
-0.0,1,1.0,415,0,0,0,0,0.0,1,151,1,1.0
-0.0,2,1.0,991,0,0,0,0,0.0,2,151,1,1.0
-0.0,3,1.0,1379,0,0,0,0,0.0,3,151,1,1.0
-0.0,4,1.0,1876,0,0,0,0,0.0,4,151,1,1.0
0.5004024235381879,5,0.8,2604,0,0,0,0,0.0,5,151,2,0.6
0.45056120886630463,6,0.8333333333333334,3108,0,0,0,0,0.0,6,151,2,0.6666666666666666
0.410116318288409,7,0.8571428571428571,3821,0,0,0,0,0.0,7,151,2,0.7142857142857143
0.7356219397587946,8,0.75,4531,0,0,0,0,0.0,8,151,3,0.625
0.6837389058487535,9,0.7777777777777778,5132,0,0,0,0,0.0,9,151,3,0.6666666666666666
0.639031859650177,10,0.8,5723,0,0,0,0,0.0,10,151,3,0.7
0.6001660731596457,11,0.8181818181818182,6233,0,0,0,0,0.0,11,151,3,0.7272727272727273
0.5660857389596289,12,0.8333333333333334,6841,0,0,0,0,0.0,12,151,3,0.75
0.5359610497090694,13,0.8461538461538461,7421,0,0,0,0,0.0,13,151,3,0.7692307692307693
0.509137344082687,14,0.8571428571428571,8181,0,0,0,0,0.0,14,151,3,0.7857142857142857
0.7201248812718097,15,0.8,9020,0,0,0,0,0.0,15,151,4,0.7333333333333333
-0.0,1,1.0,648,1,1,0,1,0.0,1,152,1,1.0
0.6931471805599453,2,0.5,1316,1,1,0,1,0.0,2,152,2,0.0
1.0986122886681096,3,0.3333333333333333,1832,1,1,0,1,0.0,3,152,3,0.0
1.0397207708399179,1,0.5,2856,0,0,0,0,0.0,4,152,3,0.25
1.3321790402101223,2,0.4,3369,0,0,0,0,0.0,5,152,4,0.2
1.5607104090414063,3,0.3333333333333333,3886,0,0,0,0,0.0,6,152,5,0.16666666666666666
1.7478680974667573,4,0.2857142857142857,4910,0,0,0,0,0.0,7,152,6,0.14285714285714285
1.9061547465398494,5,0.25,5325,0,0,0,0,0.0,8,152,7,0.125
1.9061547465398494,6,0.25,6349,0,0,0,0,0.1111111111111111,9,152,7,0.125
1.8310204811135162,7,0.3333333333333333,7035,0,0,0,0,0.1,10,152,7,0.2222222222222222
1.8343719702816237,8,0.3,7797,0,0,0,0,0.09090909090909091,11,152,7,0.1
1.7986522062521288,1,0.2727272727272727,8376,1,1,0,1,0.08333333333333333,12,152,7,0.0
1.748155457247676,1,0.3333333333333333,9400,0,0,0,0,0.07692307692307693,13,152,7,0.08333333333333333
1.748155457247676,2,0.3333333333333333,10424,0,0,0,0,0.14285714285714285,14,152,7,0.08333333333333333
1.8848713335781606,3,0.3076923076923077,10961,0,0,0,0,0.13333333333333333,15,152,8,0.07692307692307693
-0.0,1,1.0,341,0,0,0,0,0.0,1,153,1,1.0
-0.0,2,1.0,949,0,0,0,0,0.0,2,153,1,1.0
-0.0,3,1.0,1291,0,0,0,0,0.0,3,153,1,1.0
-0.0,4,1.0,1686,0,0,0,0,0.0,4,153,1,1.0
-0.0,5,1.0,2030,0,0,0,0,0.0,5,153,1,1.0
-0.0,6,1.0,2525,0,0,0,0,0.0,6,153,1,1.0
-0.0,7,1.0,3011,0,0,0,0,0.0,7,153,1,1.0
-0.0,8,1.0,3389,0,0,0,0,0.0,8,153,1,1.0
-0.0,9,1.0,3869,0,0,0,0,0.0,9,153,1,1.0
-0.0,10,1.0,4298,0,0,0,0,0.0,10,153,1,1.0
-0.0,11,1.0,4955,0,0,0,0,0.0,11,153,1,1.0
-0.0,12,1.0,5339,0,0,0,0,0.0,12,153,1,1.0
-0.0,13,1.0,6020,0,0,0,0,0.0,13,153,1,1.0
-0.0,14,1.0,6390,0,0,0,0,0.0,14,153,1,1.0
-0.0,15,1.0,6925,0,0,0,0,0.0,15,153,1,1.0
-0.0,1,1.0,640,0,0,0,0,0.0,1,154,1,1.0
0.6931471805599453,2,0.5,1060,0,0,0,0,0.0,2,154,2,0.0
1.0986122886681096,3,0.3333333333333333,1590,0,0,0,0,0.0,3,154,3,0.0
1.3862943611198906,4,0.25,1975,0,0,0,0,0.0,4,154,4,0.0
1.6094379124341005,5,0.2,2999,0,0,0,0,0.0,5,154,5,0.0
1.5607104090414063,1,0.3333333333333333,3435,1,0,0,0,0.0,6,154,5,0.16666666666666666
1.7478680974667573,2,0.2857142857142857,4251,1,0,0,0,0.0,7,154,6,0.14285714285714285
1.732867951399863,1,0.25,4695,0,0,0,0,0.0,8,154,6,0.0
1.6769877743224173,2,0.3333333333333333,5109,0,0,0,0,0.0,9,154,6,0.1111111111111111
1.8343719702816237,3,0.3,5583,0,0,0,0,0.0,10,154,7,0.1
1.7677614722893296,4,0.36363636363636365,6025,0,0,0,0,0.0,11,154,7,0.18181818181818182
1.9072839993213793,5,0.3333333333333333,6491,0,0,0,0,0.0,12,154,8,0.16666666666666666
1.8392967479776605,6,0.38461538461538464,6933,0,0,0,0,0.0,13,154,8,0.23076923076923078
1.9652370493802305,7,0.35714285714285715,7957,0,0,0,0,0.0,14,154,9,0.21428571428571427
2.0791512728828505,8,0.3333333333333333,8370,0,0,0,0,0.0,15,154,10,0.2
-0.0,1,1.0,312,0,0,0,0,0.0,1,155,1,1.0
-0.0,2,1.0,828,0,0,0,0,0.0,2,155,1,1.0
-0.0,3,1.0,1169,0,0,0,0,0.0,3,155,1,1.0
-0.0,4,1.0,1570,0,0,0,0,0.0,4,155,1,1.0
-0.0,5,1.0,1900,0,0,0,0,0.0,5,155,1,1.0
-0.0,6,1.0,2411,0,0,0,0,0.0,6,155,1,1.0
-0.0,7,1.0,2697,0,0,0,0,0.0,7,155,1,1.0
-0.0,8,1.0,3003,0,0,0,0,0.0,8,155,1,1.0
-0.0,9,1.0,3369,0,0,0,0,0.0,9,155,1,1.0
-0.0,10,1.0,3808,0,0,0,0,0.0,10,155,1,1.0
-0.0,11,1.0,4154,0,0,0,0,0.0,11,155,1,1.0
-0.0,12,1.0,4527,0,0,0,0,0.0,12,155,1,1.0
