inner_fold,outer_fold,question_index,role
,2,146,outer_train
,2,147,outer_train
,2,148,outer_train
,2,149,outer_train
,2,150,outer_train
,2,151,outer_train
,2,152,outer_train
,2,153,outer_train
,2,154,outer_train
,2,155,outer_train
,2,156,outer_train
,2,157,outer_train
,2,159,outer_train
,2,160,outer_train
,2,161,outer_train
,2,163,outer_train
,2,164,outer_train
,2,165,outer_train
,2,166,outer_train
,2,167,outer_train
,2,168,outer_train
,2,169,outer_train
,2,171,outer_train
,2,173,outer_train
,2,174,outer_train
,2,175,outer_train
,2,177,outer_train
,2,178,outer_train
,2,179,outer_train
,2,180,outer_train
,2,181,outer_train
,2,182,outer_train
,2,184,outer_train
,2,185,outer_train
,2,186,outer_train
,2,187,outer_train
,2,188,outer_train
,2,189,outer_train
,2,190,outer_train
,2,191,outer_train
,2,192,outer_train
,2,193,outer_train
,2,194,outer_train
,2,195,outer_train
,2,196,outer_train
,2,197,outer_train
,2,199,outer_train
,2,200,outer_train
,2,201,outer_train
,2,203,outer_train
,2,204,outer_train
,2,206,outer_train
,2,207,outer_train
,2,208,outer_train
,2,209,outer_train
,2,211,outer_train
,2,213,outer_train
,2,214,outer_train
,2,216,outer_train
,2,217,outer_train
,2,219,outer_train
,2,221,outer_train
,2,222,outer_train
,2,224,outer_train
,2,225,outer_train
,2,226,outer_train
,2,227,outer_train
,2,228,outer_train
,2,229,outer_train
,2,230,outer_train
,2,233,outer_train
,2,234,outer_train
,2,235,outer_train
,2,236,outer_train
,2,237,outer_train
,2,240,outer_train
,2,241,outer_train
,2,242,outer_train
,2,244,outer_train
,2,245,outer_train
,2,246,outer_train
,2,247,outer_train
,2,248,outer_train
,2,249,outer_train
,2,250,outer_train
,2,251,outer_train
,2,252,outer_train
,2,253,outer_train
,2,254,outer_train
,2,255,outer_train
,2,257,outer_train
,2,258,outer_train
,2,259,outer_train
,2,260,outer_train
,2,261,outer_train
,2,262,outer_train
,2,263,outer_train
,2,264,outer_train
,2,266,outer_train
,2,268,outer_train
,2,269,outer_train
,2,270,outer_train
,2,271,outer_train
,2,272,outer_train
,2,273,outer_train
,2,274,outer_train
,2,275,outer_train
,2,276,outer_train
,2,278,outer_train
,2,279,outer_train
,2,280,outer_train
,2,281,outer_train
,2,282,outer_train
,2,283,outer_train
,2,284,outer_train
,2,285,outer_train
,2,286,outer_train
,2,288,outer_train
,2,290,outer_train
,2,291,outer_train
,2,292,outer_train
,2,293,outer_train
,2,294,outer_train
,2,295,outer_train
,2,296,outer_train
,2,298,outer_train
,2,299,outer_train
,2,300,outer_train
,2,301,outer_train
,2,302,outer_train
,2,303,outer_train
,2,304,outer_train
,2,306,outer_train
,2,307,outer_train
,2,309,outer_train
,2,310,outer_train
,2,311,outer_train
,2,312,outer_train
,2,313,outer_train
,2,315,outer_train
,2,316,outer_train
,2,317,outer_train
,2,318,outer_train
,2,319,outer_train
,2,320,outer_train
,2,321,outer_train
,2,323,outer_train
,2,324,outer_train
,2,325,outer_train
,2,326,outer_train
,2,327,outer_train
,2,328,outer_train
,2,330,outer_train
,2,331,outer_train
,2,332,outer_train
,2,335,outer_train
,2,337,outer_train
,2,338,outer_train
,2,339,outer_train
,2,340,outer_train
,2,341,outer_train
,2,342,outer_train
,2,343,outer_train
,2,344,outer_train
,2,346,outer_train
,2,348,outer_train
,2,349,outer_train
,2,350,outer_train
,2,351,outer_train
,2,353,outer_train
,2,357,outer_train
,2,358,outer_train
,2,359,outer_train
,2,361,outer_train
,2,362,outer_train
,2,363,outer_train
,2,364,outer_train
,2,365,outer_train
,2,366,outer_train
,2,367,outer_train
,2,369,outer_train
,2,370,outer_train
,2,371,outer_train
,2,372,outer_train
,2,373,outer_train
,2,374,outer_train
,2,375,outer_train
,2,376,outer_train
,2,377,outer_train
,2,378,outer_train
,2,380,outer_train
,2,381,outer_train
,2,382,outer_train
,2,383,outer_train
,2,384,outer_train
,2,386,outer_train
,2,387,outer_train
,2,388,outer_train
,2,389,outer_train
,2,390,outer_train
,2,391,outer_train
,2,395,outer_train
,2,396,outer_train
,2,398,outer_train
,2,399,outer_train
,2,400,outer_train
,2,401,outer_train
,2,403,outer_train
,2,405,outer_train
,2,406,outer_train
,2,407,outer_train
,2,408,outer_train
,2,409,outer_train
,2,411,outer_train
,2,412,outer_train
,2,413,outer_train
,2,414,outer_train
,2,418,outer_train
,2,419,outer_train
,2,420,outer_train
,2,421,outer_train
,2,422,outer_train
,2,423,outer_train
,2,424,outer_train
,2,425,outer_train
,2,427,outer_train
,2,429,outer_train
,2,430,outer_train
,2,433,outer_train
,2,434,outer_train
,2,436,outer_train
,2,437,outer_train
,2,438,outer_train
,2,439,outer_train
,2,441,outer_train
,2,443,outer_train
,2,444,outer_train
,2,445,outer_train
,2,446,outer_train
,2,447,outer_train
,2,448,outer_train
,2,449,outer_train
,2,450,outer_train
,2,451,outer_train
,2,452,outer_train
,2,453,outer_train
,2,454,outer_train
,2,455,outer_train
,2,456,outer_train
,2,457,outer_train
,2,459,outer_train
,2,460,outer_train
,2,462,outer_train
,2,463,outer_train
,2,465,outer_train
,2,466,outer_train
,2,467,outer_train
,2,469,outer_train
,2,470,outer_train
,2,471,outer_train
,2,472,outer_train
,2,473,outer_train
,2,474,outer_train
,2,475,outer_train
,2,476,outer_train
,2,478,outer_train
,2,479,outer_train
,2,480,outer_train
,2,481,outer_train
,2,482,outer_train
,2,483,outer_train
,2,484,outer_train
,2,485,outer_train
,2,486,outer_train
,2,487,outer_train
,2,488,outer_train
,2,489,outer_train
,2,490,outer_train
,2,491,outer_train
,2,492,outer_train
,2,494,outer_train
,2,495,outer_train
,2,496,outer_train
,2,497,outer_train
,2,498,outer_train
,2,10,outer_test
,2,13,outer_test
,2,19,outer_test
,2,20,outer_test
,2,34,outer_test
,2,38,outer_test
,2,40,outer_test
,2,41,outer_test
,2,46,outer_test
,2,47,outer_test
,2,49,outer_test
,2,50,outer_test
,2,55,outer_test
,2,77,outer_test
,2,78,outer_test
,2,84,outer_test
,2,85,outer_test
,2,86,outer_test
,2,93,outer_test
,2,104,outer_test
,2,105,outer_test
,2,112,outer_test
,2,114,outer_test
,2,115,outer_test
,2,119,outer_test
,2,121,outer_test
,2,122,outer_test
,2,127,outer_test
,2,132,outer_test
,2,136,outer_test
,2,138,outer_test
,2,158,outer_test
,2,162,outer_test
,2,170,outer_test
,2,172,outer_test
,2,176,outer_test
,2,183,outer_test
,2,198,outer_test
,2,202,outer_test
,2,205,outer_test
,2,210,outer_test
,2,212,outer_test
,2,215,outer_test
,2,218,outer_test
,2,220,outer_test
,2,223,outer_test
,2,231,outer_test
,2,232,outer_test
,2,238,outer_test
,2,239,outer_test
,2,243,outer_test
,2,256,outer_test
,2,265,outer_test
,2,267,outer_test
,2,277,outer_test
,2,287,outer_test
,2,289,outer_test
,2,297,outer_test
,2,305,outer_test
,2,308,outer_test
,2,314,outer_test
,2,322,outer_test
,2,329,outer_test
,2,333,outer_test
,2,334,outer_test
,2,336,outer_test
,2,345,outer_test
,2,347,outer_test
,2,352,outer_test
,2,354,outer_test
,2,355,outer_test
,2,356,outer_test
,2,360,outer_test
,2,368,outer_test
,2,379,outer_test
,2,385,outer_test
,2,392,outer_test
,2,393,outer_test
,2,394,outer_test
,2,397,outer_test
,2,402,outer_test
,2,404,outer_test
,2,410,outer_test
,2,415,outer_test
,2,416,outer_test
,2,417,outer_test
,2,426,outer_test
,2,428,outer_test
,2,431,outer_test
,2,432,outer_test
,2,435,outer_test
,2,440,outer_test
,2,442,outer_test
,2,458,outer_test
,2,461,outer_test
,2,464,outer_test
,2,468,outer_test
,2,477,outer_test
,2,493,outer_test
,2,499,outer_test
1,2,0,inner_train
1,2,1,inner_train
1,2,2,inner_train
1,2,3,inner_train
1,2,4,inner_train
1,2,6,inner_train
1,2,7,inner_train
1,2,8,inner_train
1,2,9,inner_train
1,2,11,inner_train
1,2,14,inner_train
1,2,15,inner_train
1,2,16,inner_train
1,2,17,inner_train
1,2,18,inner_train
1,2,21,inner_train
1,2,22,inner_train
1,2,23,inner_train
1,2,24,inner_train
1,2,27,inner_train
1,2,28,inner_train
1,2,29,inner_train
1,2,30,inner_train
1,2,31,inner_train
1,2,32,inner_train
1,2,33,inner_train
1,2,36,inner_train
1,2,37,inner_train
1,2,39,inner_train
1,2,42,inner_train
1,2,43,inner_train
1,2,44,inner_train
1,2,45,inner_train
1,2,52,inner_train
1,2,53,inner_train
1,2,54,inner_train
1,2,56,inner_train
1,2,57,inner_train
1,2,59,inner_train
1,2,60,inner_train
1,2,62,inner_train
1,2,63,inner_train
1,2,65,inner_train
1,2,68,inner_train
1,2,69,inner_train
1,2,70,inner_train
1,2,71,inner_train
1,2,72,inner_train
1,2,73,inner_train
1,2,74,inner_train
1,2,76,inner_train
1,2,79,inner_train
1,2,80,inner_train
1,2,82,inner_train
1,2,83,inner_train
1,2,87,inner_train
1,2,88,inner_train
1,2,89,inner_train
1,2,90,inner_train
1,2,91,inner_train
1,2,92,inner_train
1,2,94,inner_train
1,2,95,inner_train
1,2,96,inner_train
1,2,97,inner_train
1,2,99,inner_train
1,2,101,inner_train
1,2,103,inner_train
1,2,106,inner_train
1,2,107,inner_train
1,2,108,inner_train
1,2,110,inner_train
1,2,111,inner_train
1,2,113,inner_train
1,2,116,inner_train
1,2,118,inner_train
1,2,120,inner_train
1,2,123,inner_train
1,2,125,inner_train
1,2,128,inner_train
1,2,129,inner_train
1,2,130,inner_train
1,2,131,inner_train
1,2,133,inner_train
1,2,134,inner_train
1,2,135,inner_train
1,2,137,inner_train
1,2,139,inner_train
1,2,140,inner_train
1,2,141,inner_train
1,2,144,inner_train
1,2,145,inner_train
1,2,146,inner_train
1,2,147,inner_train
1,2,148,inner_train
1,2,149,inner_train
1,2,150,inner_train
1,2,151,inner_train
1,2,152,inner_train
1,2,155,inner_train
1,2,156,inner_train
1,2,157,inner_train
1,2,159,inner_train
1,2,160,inner_train
1,2,165,inner_train
1,2,166,inner_train
1,2,167,inner_train
1,2,168,inner_train
1,2,169,inner_train
1,2,171,inner_train
1,2,173,inner_train
1,2,174,inner_train
1,2,175,inner_train
1,2,177,inner_train
1,2,178,inner_train
1,2,179,inner_train
1,2,180,inner_train
1,2,182,inner_train
1,2,184,inner_train
1,2,186,inner_train
1,2,187,inner_train
1,2,189,inner_train
1,2,190,inner_train
1,2,191,inner_train
1,2,192,inner_train
1,2,193,inner_train
1,2,194,inner_train
1,2,195,inner_train
1,2,196,inner_train
1,2,197,inner_train
1,2,199,inner_train
1,2,200,inner_train
1,2,201,inner_train
1,2,203,inner_train
1,2,204,inner_train
1,2,207,inner_train
1,2,208,inner_train
1,2,209,inner_train
1,2,211,inner_train
1,2,213,inner_train
1,2,214,inner_train
1,2,216,inner_train
1,2,217,inner_train
1,2,221,inner_train
1,2,224,inner_train
1,2,225,inner_train
1,2,226,inner_train
1,2,228,inner_train
1,2,230,inner_train
1,2,233,inner_train
1,2,234,inner_train
1,2,237,inner_train
1,2,240,inner_train
1,2,241,inner_train
1,2,245,inner_train
1,2,246,inner_train
1,2,248,inner_train
1,2,249,inner_train
1,2,250,inner_train
1,2,251,inner_train
1,2,252,inner_train
1,2,254,inner_train
1,2,257,inner_train
1,2,258,inner_train
1,2,259,inner_train
1,2,260,inner_train
1,2,263,inner_train
1,2,264,inner_train
1,2,269,inner_train
1,2,270,inner_train
1,2,271,inner_train
1,2,272,inner_train
1,2,273,inner_train
1,2,274,inner_train
1,2,275,inner_train
1,2,276,inner_train
1,2,278,inner_train
1,2,279,inner_train
1,2,281,inner_train
1,2,283,inner_train
1,2,284,inner_train
1,2,285,inner_train
1,2,286,inner_train
1,2,288,inner_train
1,2,290,inner_train
1,2,292,inner_train
1,2,293,inner_train
1,2,294,inner_train
1,2,296,inner_train
1,2,299,inner_train
1,2,300,inner_train
1,2,301,inner_train
1,2,302,inner_train
1,2,304,inner_train
1,2,306,inner_train
1,2,307,inner_train
1,2,309,inner_train
1,2,310,inner_train
1,2,312,inner_train
1,2,313,inner_train
1,2,315,inner_train
1,2,319,inner_train
1,2,320,inner_train
1,2,321,inner_train
1,2,324,inner_train
1,2,325,inner_train
1,2,326,inner_train
1,2,327,inner_train
1,2,328,inner_train
1,2,330,inner_train
1,2,332,inner_train
1,2,335,inner_train
1,2,339,inner_train
1,2,340,inner_train
1,2,342,inner_train
1,2,344,inner_train
1,2,349,inner_train
1,2,350,inner_train
1,2,351,inner_train
1,2,357,inner_train
1,2,361,inner_train
1,2,362,inner_train
1,2,363,inner_train
1,2,364,inner_train
1,2,365,inner_train
1,2,367,inner_train
1,2,369,inner_train
1,2,370,inner_train
1,2,371,inner_train
1,2,372,inner_train
1,2,373,inner_train
1,2,374,inner_train
1,2,376,inner_train
1,2,377,inner_train
1,2,380,inner_train
1,2,382,inner_train
1,2,383,inner_train
1,2,384,inner_train
1,2,386,inner_train
1,2,387,inner_train
1,2,388,inner_train
1,2,390,inner_train
1,2,391,inner_train
1,2,395,inner_train
1,2,396,inner_train
1,2,398,inner_train
1,2,399,inner_train
1,2,400,inner_train
1,2,401,inner_train
1,2,405,inner_train
1,2,406,inner_train
1,2,413,inner_train
1,2,414,inner_train
1,2,418,inner_train
1,2,419,inner_train
1,2,420,inner_train
1,2,421,inner_train
1,2,422,inner_train
1,2,423,inner_train
1,2,424,inner_train
1,2,425,inner_train
1,2,429,inner_train
1,2,434,inner_train
1,2,436,inner_train
1,2,437,inner_train
1,2,439,inner_train
1,2,441,inner_train
1,2,443,inner_train
1,2,444,inner_train
1,2,445,inner_train
1,2,446,inner_train
1,2,448,inner_train
1,2,449,inner_train
1,2,450,inner_train
1,2,452,inner_train
1,2,453,inner_train
1,2,454,inner_train
1,2,456,inner_train
1,2,457,inner_train
1,2,459,inner_train
1,2,460,inner_train
1,2,462,inner_train
1,2,463,inner_train
1,2,466,inner_train
1,2,469,inner_train
1,2,471,inner_train
1,2,472,inner_train
1,2,473,inner_train
1,2,474,inner_train
1,2,478,inner_train
1,2,479,inner_train
1,2,483,inner_train
1,2,486,inner_train
1,2,487,inner_train
1,2,489,inner_train
1,2,490,inner_train
1,2,491,inner_train
1,2,492,inner_train
1,2,496,inner_train
1,2,498,inner_train
1,2,5,inner_validation
1,2,12,inner_validation
1,2,25,inner_validation
1,2,26,inner_validation
1,2,35,inner_validation
1,2,48,inner_validation
1,2,51,inner_validation
1,2,58,inner_validation
1,2,61,inner_validation
1,2,64,inner_validation
1,2,66,inner_validation
1,2,67,inner_validation
1,2,75,inner_validation
1,2,81,inner_validation
1,2,98,inner_validation
1,2,100,inner_validation
1,2,102,inner_validation
1,2,109,inner_validation
1,2,117,inner_validation
1,2,124,inner_validation
1,2,126,inner_validation
1,2,142,inner_validation
1,2,143,inner_validation
1,2,153,inner_validation
1,2,154,inner_validation
1,2,161,inner_validation
1,2,163,inner_validation
1,2,164,inner_validation
1,2,181,inner_validation
1,2,185,inner_validation
1,2,188,inner_validation
1,2,206,inner_validation
1,2,219,inner_validation
1,2,222,inner_validation
1,2,227,inner_validation
1,2,229,inner_validation
1,2,235,inner_validation
1,2,236,inner_validation
1,2,242,inner_validation
1,2,244,inner_validation
1,2,247,inner_validation
1,2,253,inner_validation
1,2,255,inner_validation
1,2,261,inner_validation
1,2,262,inner_validation
1,2,266,inner_validation
1,2,268,inner_validation
1,2,280,inner_validation
1,2,282,inner_validation
1,2,291,inner_validation
1,2,295,inner_validation
1,2,298,inner_validation
1,2,303,inner_validation
1,2,311,inner_validation
1,2,316,inner_validation
1,2,317,inner_validation
1,2,318,inner_validation
1,2,323,inner_validation
1,2,331,inner_validation
1,2,337,inner_validation
1,2,338,inner_validation
1,2,341,inner_validation
1,2,343,inner_validation
1,2,346,inner_validation
1,2,348,inner_validation
1,2,353,inner_validation
1,2,358,inner_validation
1,2,359,inner_validation
1,2,366,inner_validation
1,2,375,inner_validation
1,2,378,inner_validation
1,2,381,inner_validation
1,2,389,inner_validation
1,2,403,inner_validation
1,2,407,inner_validation
1,2,408,inner_validation
1,2,409,inner_validation
1,2,411,inner_validation
1,2,412,inner_validation
1,2,427,inner_validation
1,2,430,inner_validation
1,2,433,inner_validation
1,2,438,inner_validation
1,2,447,inner_validation
1,2,451,inner_validation
1,2,455,inner_validation
1,2,465,inner_validation
1,2,467,inner_validation
1,2,470,inner_validation
1,2,475,inner_validation
1,2,476,inner_validation
1,2,480,inner_validation
1,2,481,inner_validation
1,2,482,inner_validation
1,2,484,inner_validation
1,2,485,inner_validation
1,2,488,inner_validation
1,2,494,inner_validation
1,2,495,inner_validation
1,2,497,inner_validation
2,2,0,inner_train
2,2,1,inner_train
2,2,2,inner_train
2,2,3,inner_train
2,2,5,inner_train
2,2,6,inner_train
2,2,9,inner_train
2,2,11,inner_train
2,2,12,inner_train
2,2,15,inner_train
2,2,16,inner_train
2,2,17,inner_train
2,2,18,inner_train
2,2,21,inner_train
2,2,22,inner_train
2,2,23,inner_train
2,2,25,inner_train
2,2,26,inner_train
2,2,27,inner_train
2,2,28,inner_train
2,2,29,inner_train
2,2,31,inner_train
2,2,32,inner_train
2,2,33,inner_train
2,2,35,inner_train
2,2,36,inner_train
2,2,37,inner_train
2,2,42,inner_train
2,2,43,inner_train
2,2,45,inner_train
2,2,48,inner_train
2,2,51,inner_train
2,2,54,inner_train
2,2,56,inner_train
2,2,57,inner_train
2,2,58,inner_train
2,2,59,inner_train
2,2,60,inner_train
2,2,61,inner_train
2,2,64,inner_train
2,2,65,inner_train
2,2,66,inner_train
2,2,67,inner_train
2,2,70,inner_train
2,2,71,inner_train
2,2,72,inner_train
2,2,73,inner_train
2,2,74,inner_train
2,2,75,inner_train
2,2,76,inner_train
2,2,80,inner_train
2,2,81,inner_train
2,2,83,inner_train
2,2,89,inner_train
2,2,91,inner_train
2,2,92,inner_train
2,2,94,inner_train
2,2,95,inner_train
2,2,96,inner_train
2,2,97,inner_train
2,2,98,inner_train
2,2,99,inner_train
2,2,100,inner_train
2,2,102,inner_train
2,2,103,inner_train
2,2,106,inner_train
2,2,108,inner_train
2,2,109,inner_train
2,2,110,inner_train
2,2,111,inner_train
2,2,113,inner_train
2,2,117,inner_train
2,2,118,inner_train
2,2,123,inner_train
2,2,124,inner_train
2,2,125,inner_train
2,2,126,inner_train
2,2,129,inner_train
2,2,133,inner_train
2,2,134,inner_train
2,2,137,inner_train
2,2,140,inner_train
2,2,142,inner_train
2,2,143,inner_train
2,2,144,inner_train
2,2,145,inner_train
2,2,147,inner_train
2,2,148,inner_train
2,2,149,inner_train
2,2,151,inner_train
2,2,153,inner_train
2,2,154,inner_train
2,2,155,inner_train
2,2,157,inner_train
2,2,161,inner_train
2,2,163,inner_train
2,2,164,inner_train
2,2,167,inner_train
2,2,169,inner_train
2,2,171,inner_train
2,2,174,inner_train
2,2,175,inner_train
2,2,177,inner_train
2,2,178,inner_train
2,2,179,inner_train
2,2,181,inner_train
2,2,182,inner_train
2,2,184,inner_train
2,2,185,inner_train
2,2,186,inner_train
2,2,187,inner_train
2,2,188,inner_train
2,2,190,inner_train
2,2,191,inner_train
2,2,193,inner_train
2,2,195,inner_train
2,2,196,inner_train
2,2,199,inner_train
2,2,200,inner_train
2,2,201,inner_train
2,2,203,inner_train
2,2,204,inner_train
2,2,206,inner_train
2,2,209,inner_train
2,2,213,inner_train
2,2,216,inner_train
2,2,217,inner_train
2,2,219,inner_train
2,2,222,inner_train
2,2,225,inner_train
2,2,227,inner_train
2,2,228,inner_train
2,2,229,inner_train
2,2,230,inner_train
2,2,233,inner_train
2,2,235,inner_train
2,2,236,inner_train
2,2,237,inner_train
2,2,240,inner_train
2,2,241,inner_train
2,2,242,inner_train
2,2,244,inner_train
2,2,247,inner_train
2,2,248,inner_train
2,2,249,inner_train
2,2,250,inner_train
2,2,252,inner_train
2,2,253,inner_train
2,2,254,inner_train
2,2,255,inner_train
2,2,257,inner_train
2,2,258,inner_train
2,2,259,inner_train
2,2,260,inner_train
2,2,261,inner_train
2,2,262,inner_train
2,2,264,inner_train
2,2,266,inner_train
2,2,268,inner_train
2,2,269,inner_train
2,2,270,inner_train
2,2,271,inner_train
2,2,272,inner_train
2,2,273,inner_train
2,2,274,inner_train
2,2,275,inner_train
2,2,278,inner_train
2,2,279,inner_train
2,2,280,inner_train
2,2,281,inner_train
2,2,282,inner_train
2,2,284,inner_train
2,2,285,inner_train
2,2,286,inner_train
2,2,288,inner_train
2,2,290,inner_train
2,2,291,inner_train
2,2,292,inner_train
2,2,293,inner_train
2,2,294,inner_train
2,2,295,inner_train
2,2,296,inner_train
2,2,298,inner_train
2,2,300,inner_train
2,2,301,inner_train
2,2,302,inner_train
2,2,303,inner_train
2,2,304,inner_train
2,2,307,inner_train
2,2,311,inner_train
2,2,312,inner_train
2,2,313,inner_train
2,2,315,inner_train
2,2,316,inner_train
2,2,317,inner_train
2,2,318,inner_train
2,2,320,inner_train
2,2,321,inner_train
2,2,323,inner_train
2,2,324,inner_train
2,2,325,inner_train
2,2,326,inner_train
2,2,327,inner_train
2,2,328,inner_train
2,2,330,inner_train
2,2,331,inner_train
2,2,335,inner_train
2,2,337,inner_train
2,2,338,inner_train
2,2,340,inner_train
2,2,341,inner_train
2,2,343,inner_train
2,2,344,inner_train
2,2,346,inner_train
2,2,348,inner_train
2,2,349,inner_train
2,2,350,inner_train
2,2,351,inner_train
2,2,353,inner_train
2,2,357,inner_train
2,2,358,inner_train
2,2,359,inner_train
2,2,363,inner_train
2,2,364,inner_train
2,2,365,inner_train
2,2,366,inner_train
2,2,367,inner_train
2,2,371,inner_train
2,2,372,inner_train
2,2,374,inner_train
2,2,375,inner_train
2,2,376,inner_train
2,2,377,inner_train
2,2,378,inner_train
2,2,380,inner_train
2,2,381,inner_train
2,2,382,inner_train
2,2,383,inner_train
2,2,384,inner_train
2,2,386,inner_train
2,2,389,inner_train
2,2,390,inner_train
2,2,391,inner_train
2,2,395,inner_train
2,2,399,inner_train
2,2,400,inner_train
2,2,403,inner_train
2,2,406,inner_train
2,2,407,inner_train
2,2,408,inner_train
2,2,409,inner_train
2,2,411,inner_train
2,2,412,inner_train
2,2,418,inner_train
2,2,420,inner_train
2,2,422,inner_train
2,2,423,inner_train
2,2,427,inner_train
2,2,429,inner_train
2,2,430,inner_train
2,2,433,inner_train
2,2,437,inner_train
2,2,438,inner_train
2,2,439,inner_train
2,2,441,inner_train
2,2,444,inner_train
2,2,445,inner_train
2,2,446,inner_train
2,2,447,inner_train
2,2,450,inner_train
2,2,451,inner_train
2,2,453,inner_train
2,2,454,inner_train
2,2,455,inner_train
2,2,456,inner_train
2,2,459,inner_train
2,2,463,inner_train
2,2,465,inner_train
2,2,466,inner_train
2,2,467,inner_train
2,2,470,inner_train
2,2,472,inner_train
2,2,474,inner_train
2,2,475,inner_train
2,2,476,inner_train
2,2,479,inner_train
2,2,480,inner_train
2,2,481,inner_train
2,2,482,inner_train
2,2,484,inner_train
2,2,485,inner_train
2,2,487,inner_train
2,2,488,inner_train
2,2,490,inner_train
2,2,491,inner_train
2,2,492,inner_train
2,2,494,inner_train
2,2,495,inner_train
2,2,497,inner_train
2,2,498,inner_train
2,2,4,inner_validation
2,2,7,inner_validation
2,2,8,inner_validation
2,2,14,inner_validation
2,2,24,inner_validation
2,2,30,inner_validation
2,2,39,inner_validation
2,2,44,inner_validation
2,2,52,inner_validation
2,2,53,inner_validation
2,2,62,inner_validation
2,2,63,inner_validation
2,2,68,inner_validation
2,2,69,inner_validation
2,2,79,inner_validation
2,2,82,inner_validation
2,2,87,inner_validation
2,2,88,inner_validation
2,2,90,inner_validation
2,2,101,inner_validation
2,2,107,inner_validation
2,2,116,inner_validation
2,2,120,inner_validation
2,2,128,inner_validation
2,2,130,inner_validation
2,2,131,inner_validation
2,2,135,inner_validation
2,2,139,inner_validation
2,2,141,inner_validation
2,2,146,inner_validation
2,2,150,inner_validation
2,2,152,inner_validation
2,2,156,inner_validation
2,2,159,inner_validation
2,2,160,inner_validation
2,2,165,inner_validation
2,2,166,inner_validation
2,2,168,inner_validation
2,2,173,inner_validation
2,2,180,inner_validation
2,2,189,inner_validation
2,2,192,inner_validation
2,2,194,inner_validation
2,2,197,inner_validation
2,2,207,inner_validation
2,2,208,inner_validation
2,2,211,inner_validation
2,2,214,inner_validation
2,2,221,inner_validation
2,2,224,inner_validation
2,2,226,inner_validation
2,2,234,inner_validation
2,2,245,inner_validation
2,2,246,inner_validation
2,2,251,inner_validation
2,2,263,inner_validation
2,2,276,inner_validation
2,2,283,inner_validation
2,2,299,inner_validation
2,2,306,inner_validation
2,2,309,inner_validation
2,2,310,inner_validation
2,2,319,inner_validation
2,2,332,inner_validation
2,2,339,inner_validation
2,2,342,inner_validation
2,2,361,inner_validation
2,2,362,inner_validation
2,2,369,inner_validation
2,2,370,inner_validation
2,2,373,inner_validation
2,2,387,inner_validation
2,2,388,inner_validation
2,2,396,inner_validation
2,2,398,inner_validation
2,2,401,inner_validation
2,2,405,inner_validation
2,2,413,inner_validation
2,2,414,inner_validation
2,2,419,inner_validation
2,2,421,inner_validation
2,2,424,inner_validation
2,2,425,inner_validation
2,2,434,inner_validation
2,2,436,inner_validation
2,2,443,inner_validation
2,2,448,inner_validation
2,2,449,inner_validation
2,2,452,inner_validation
2,2,457,inner_validation
2,2,460,inner_validation
2,2,462,inner_validation
2,2,469,inner_validation
2,2,471,inner_validation
2,2,473,inner_validation
2,2,478,inner_validation
2,2,483,inner_validation
2,2,486,inner_validation
2,2,489,inner_validation
2,2,496,inner_validation
3,2,2,inner_train
3,2,4,inner_train
3,2,5,inner_train
3,2,7,inner_train
3,2,8,inner_train
3,2,9,inner_train
3,2,11,inner_train
3,2,12,inner_train
3,2,14,inner_train
3,2,21,inner_train
3,2,23,inner_train
3,2,24,inner_train
3,2,25,inner_train
3,2,26,inner_train
3,2,28,inner_train
3,2,30,inner_train
3,2,31,inner_train
3,2,35,inner_train
3,2,37,inner_train
3,2,39,inner_train
3,2,44,inner_train
3,2,48,inner_train
3,2,51,inner_train
3,2,52,inner_train
3,2,53,inner_train
3,2,57,inner_train
3,2,58,inner_train
3,2,60,inner_train
3,2,61,inner_train
3,2,62,inner_train
3,2,63,inner_train
3,2,64,inner_train
3,2,65,inner_train
3,2,66,inner_train
3,2,67,inner_train
3,2,68,inner_train
3,2,69,inner_train
3,2,70,inner_train
3,2,75,inner_train
3,2,79,inner_train
3,2,80,inner_train
3,2,81,inner_train
3,2,82,inner_train
3,2,83,inner_train
3,2,87,inner_train
3,2,88,inner_train
3,2,90,inner_train
3,2,92,inner_train
3,2,94,inner_train
3,2,95,inner_train
3,2,98,inner_train
3,2,100,inner_train
3,2,101,inner_train
3,2,102,inner_train
3,2,107,inner_train
3,2,108,inner_train
3,2,109,inner_train
3,2,113,inner_train
3,2,116,inner_train
3,2,117,inner_train
3,2,118,inner_train
3,2,120,inner_train
3,2,123,inner_train
3,2,124,inner_train
3,2,126,inner_train
3,2,128,inner_train
3,2,129,inner_train
3,2,130,inner_train
3,2,131,inner_train
3,2,135,inner_train
3,2,137,inner_train
3,2,139,inner_train
3,2,140,inner_train
3,2,141,inner_train
3,2,142,inner_train
3,2,143,inner_train
3,2,145,inner_train
3,2,146,inner_train
3,2,148,inner_train
3,2,150,inner_train
3,2,151,inner_train
3,2,152,inner_train
3,2,153,inner_train
3,2,154,inner_train
3,2,155,inner_train
3,2,156,inner_train
3,2,157,inner_train
3,2,159,inner_train
3,2,160,inner_train
3,2,161,inner_train
3,2,163,inner_train
3,2,164,inner_train
3,2,165,inner_train
3,2,166,inner_train
3,2,168,inner_train
3,2,169,inner_train
3,2,173,inner_train
3,2,174,inner_train
3,2,180,inner_train
3,2,181,inner_train
3,2,182,inner_train
3,2,184,inner_train
